110, 2442, m, 2449, f, 2033, m, 2038, f, 2442 2433 2437 2836 2843 2012 2015 2033 2038 2440 2796 2798 2530 2803 2449 , m2442 f2433 f2437 f2836 (f2843) m2012 m2015 m2033 f2038 f2440 f2796 (f2798) f2530 f2803 f2449 , MMMMSSSWMMMDDD, 2442 2449, 2033 2038, G1, 3, G0, 3, 8, 6
111, 2033, m, 2038, f, 2835, m, 2836, f, 2033 2015 2012 2842 2836 2835 2437 2438 2038 , m2033 m2015 m2012 (m2842) f2836 (m2835) f2437 m2438 f2038 , FFFDHDSD, 2033 2038, 2835 2836, G2, 1, G-3, 0, 5, 3
112, 2033, m, 2038, f, 2835, m, 2836, f, 2033 2015 2012 2843 2836 2835 2437 2438 2038 , m2033 m2015 m2012 (f2843) f2836 (m2835) f2437 m2438 f2038 , FFMDHDSD, 2033 2038, 2835 2836, G2, 1, G-3, 0, 5, 3
113, 2033, m, 2038, f, 2842, m, 2843, f, 2033 2015 2012 2842 2843 2836 2437 2438 2038 , m2033 m2015 m2012 (m2842) (f2843) f2836 f2437 m2438 f2038 , FFFWDDSD, 2033 2038, 2842 2843, G3, 0, G-4, 0, 4, 4
114, 2033, m, 2038, f, 2842, m, 2843, f, 2033 2015 2012 2843 2842 2836 2437 2438 2038 , m2033 m2015 m2012 (f2843) (m2842) f2836 f2437 m2438 f2038 , FFMHDDSD, 2033 2038, 2842 2843, G3, 0, G-4, 0, 4, 4
115, 2457, m, 2035, f, 2166, m, 2162, f, 2457 2438 2437 2835 2166 2162 2006 2010 2015 2035 , m2457 m2438 f2437 (m2835) m2166 f2162 (m2006) f2010 m2015 f2035 , FMFSWFDSD, 2035 2457, 2162 2166, G2, 1, G-2, 1, 5, 4
116, 2457, m, 2035, f, 2166, m, 2162, f, 2457 2438 2437 2836 2166 2162 2006 2010 2015 2035 , m2457 m2438 f2437 (f2836) m2166 f2162 (m2006) f2010 m2015 f2035 , FMMSWFDSD, 2035 2457, 2162 2166, G2, 1, G-2, 1, 5, 4
117, 2457, m, 2035, f, 2166, m, 2162, f, 2457 2438 2437 2835 2166 2162 2007 2010 2015 2035 , m2457 m2438 f2437 (m2835) m2166 f2162 (f2007) f2010 m2015 f2035 , FMFSWMDSD, 2035 2457, 2162 2166, G2, 1, G-2, 1, 5, 4
118, 2457, m, 2035, f, 2166, m, 2162, f, 2457 2438 2437 2836 2166 2162 2007 2010 2015 2035 , m2457 m2438 f2437 (f2836) m2166 f2162 (f2007) f2010 m2015 f2035 , FMMSWMDSD, 2035 2457, 2162 2166, G2, 1, G-2, 1, 5, 4
119, 2373, m, 2376, f, 2457, m, 2035, f, 2373 2360 2530 2798 2796 2440 2457 2035 2015 2012 2842 2836 2437 2220 2461 2376 , m2373 f2360 f2530 (f2798) f2796 f2440 m2457 f2035 m2015 m2012 (m2842) f2836 f2437 f2220 f2461 f2376 , MMMDDSWFFFDDDDD, 2373 2376, 2035 2457, G0, 3, G-2, 3, 7, 8
120, 2373, m, 2376, f, 2457, m, 2035, f, 2373 2360 2530 2798 2796 2440 2457 2035 2015 2012 2843 2836 2437 2220 2461 2376 , m2373 f2360 f2530 (f2798) f2796 f2440 m2457 f2035 m2015 m2012 (f2843) f2836 f2437 f2220 f2461 f2376 , MMMDDSWFFMDDDDD, 2373 2376, 2035 2457, G0, 3, G-2, 3, 7, 8
121, 2373, m, 2543, f, 2457, m, 2035, f, 2373 2360 2530 2798 2796 2440 2457 2035 2015 2012 2842 2836 2437 2220 2461 2543 , m2373 f2360 f2530 (f2798) f2796 f2440 m2457 f2035 m2015 m2012 (m2842) f2836 f2437 f2220 f2461 f2543 , MMMDDSWFFFDDDDD, 2373 2543, 2035 2457, G0, 3, G-2, 3, 7, 8
122, 2373, m, 2543, f, 2457, m, 2035, f, 2373 2360 2530 2798 2796 2440 2457 2035 2015 2012 2843 2836 2437 2220 2461 2543 , m2373 f2360 f2530 (f2798) f2796 f2440 m2457 f2035 m2015 m2012 (f2843) f2836 f2437 f2220 f2461 f2543 , MMMDDSWFFMDDDDD, 2373 2543, 2035 2457, G0, 3, G-2, 3, 7, 8
123, 2457, m, 2035, f, 2436, m, 2437, f, 2457 2438 2436 2437 2836 2842 2012 2015 2035 , m2457 m2438 (m2436) f2437 f2836 (m2842) m2012 m2015 f2035 , FFWMFSSD, 2035 2457, 2436 2437, G2, 0, G-1, 2, 3, 5
124, 2457, m, 2035, f, 2436, m, 2437, f, 2457 2438 2436 2437 2836 2843 2012 2015 2035 , m2457 m2438 (m2436) f2437 f2836 (f2843) m2012 m2015 f2035 , FFWMMSSD, 2035 2457, 2436 2437, G2, 0, G-1, 2, 3, 5
125, 2457, m, 2035, f, 2438, m, 2440, f, 2457 2440 2438 2437 2836 2842 2012 2015 2035 , m2457 (f2440) m2438 f2437 f2836 (m2842) m2012 m2015 f2035 , MHMMFSSD, 2035 2457, 2438 2440, G1, 0, G0, 3, 2, 6
126, 2457, m, 2035, f, 2438, m, 2440, f, 2457 2440 2438 2437 2836 2843 2012 2015 2035 , m2457 (f2440) m2438 f2437 f2836 (f2843) m2012 m2015 f2035 , MHMMMSSD, 2035 2457, 2438 2440, G1, 0, G0, 3, 2, 6
127, 2442, m, 2449, f, 2457, m, 2035, f, 2442 2433 2437 2836 2842 2012 2015 2035 2457 2440 2796 2798 2530 2803 2449 , m2442 f2433 f2437 f2836 (m2842) m2012 m2015 f2035 m2457 f2440 f2796 (f2798) f2530 f2803 f2449 , MMMFSSDHMMMDDD, 2442 2449, 2035 2457, G1, 3, G0, 3, 8, 6
128, 2442, m, 2449, f, 2457, m, 2035, f, 2442 2433 2437 2836 2843 2012 2015 2035 2457 2440 2796 2798 2530 2803 2449 , m2442 f2433 f2437 f2836 (f2843) m2012 m2015 f2035 m2457 f2440 f2796 (f2798) f2530 f2803 f2449 , MMMMSSDHMMMDDD, 2442 2449, 2035 2457, G1, 3, G0, 3, 8, 6
129, 2457, m, 2035, f, 2835, m, 2836, f, 2457 2438 2437 2835 2836 2842 2012 2015 2035 , m2457 m2438 f2437 (m2835) f2836 (m2842) m2012 m2015 f2035 , FMFWFSSD, 2035 2457, 2835 2836, G3, 0, G-2, 1, 4, 4
130, 2457, m, 2035, f, 2835, m, 2836, f, 2457 2438 2437 2835 2836 2843 2012 2015 2035 , m2457 m2438 f2437 (m2835) f2836 (f2843) m2012 m2015 f2035 , FMFWMSSD, 2035 2457, 2835 2836, G3, 0, G-2, 1, 4, 4
131, 2457, m, 2035, f, 2842, m, 2843, f, 2457 2438 2437 2836 2843 2842 2012 2015 2035 , m2457 m2438 f2437 f2836 (f2843) (m2842) m2012 m2015 f2035 , FMMMHSSD, 2035 2457, 2842 2843, G4, 0, G-3, 0, 5, 3
132, 2457, m, 2035, f, 2842, m, 2843, f, 2457 2438 2437 2836 2842 2843 2012 2015 2035 , m2457 m2438 f2437 f2836 (m2842) (f2843) m2012 m2015 f2035 , FMMFWSSD, 2035 2457, 2842 2843, G4, 0, G-3, 0, 5, 3
133, 2702, m, 2701, f, 2040, m, 2043, f, 2702 2822 2823 2006 2010 2016 2040 2043 2320 2701 , m2702 m2822 m2823 (m2006) f2010 m2016 m2040 f2043 (m2320) f2701 , FFFDSSWFD, 2701 2702, 2040 2043, G0, 3, G0, 1, 7, 2
134, 2702, m, 2701, f, 2040, m, 2043, f, 2702 2822 2823 2006 2010 2016 2040 2043 2321 2701 , m2702 m2822 m2823 (m2006) f2010 m2016 m2040 f2043 (f2321) f2701 , FFFDSSWMD, 2701 2702, 2040 2043, G0, 3, G0, 1, 7, 2
135, 2703, m, 2706, f, 2040, m, 2043, f, 2703 2221 2320 2043 2040 2016 2012 2842 2836 2833 2877 2708 2706 , m2703 m2221 (m2320) f2043 m2040 m2016 m2012 (m2842) f2836 m2833 f2877 f2708 f2706 , FFDHFFFDSDDD, 2703 2706, 2040 2043, G1, 1, G-2, 3, 4, 8
136, 2703, m, 2706, f, 2040, m, 2043, f, 2703 2221 2321 2043 2040 2016 2012 2842 2836 2833 2877 2708 2706 , m2703 m2221 (f2321) f2043 m2040 m2016 m2012 (m2842) f2836 m2833 f2877 f2708 f2706 , FMDHFFFDSDDD, 2703 2706, 2040 2043, G1, 1, G-2, 3, 4, 8
137, 2703, m, 2706, f, 2040, m, 2043, f, 2703 2221 2320 2043 2040 2016 2012 2843 2836 2833 2877 2708 2706 , m2703 m2221 (m2320) f2043 m2040 m2016 m2012 (f2843) f2836 m2833 f2877 f2708 f2706 , FFDHFFMDSDDD, 2703 2706, 2040 2043, G1, 1, G-2, 3, 4, 8
138, 2703, m, 2706, f, 2040, m, 2043, f, 2703 2221 2321 2043 2040 2016 2012 2843 2836 2833 2877 2708 2706 , m2703 m2221 (f2321) f2043 m2040 m2016 m2012 (f2843) f2836 m2833 f2877 f2708 f2706 , FMDHFFMDSDDD, 2703 2706, 2040 2043, G1, 1, G-2, 3, 4, 8
139, 2097, m, 2052, f, 2045, m, 2046, f, 2097 2005 2046 2045 2047 2052 , m2097 f2005 (f2046) (m2045) m2047 f2052 , MMHSD, 2052 2097, 2045 2046, G2, 0, G-2, 0, 3, 2
140, 2097, m, 2052, f, 2045, m, 2046, f, 2097 2005 2045 2046 2047 2052 , m2097 f2005 (m2045) (f2046) m2047 f2052 , MFWSD, 2052 2097, 2045 2046, G2, 0, G-2, 0, 3, 2
141, 2063, m, 2070, f, 2045, m, 2046, f, 2063 2050 2047 2045 2046 2005 2095 2107 2070 , m2063 m2050 m2047 (m2045) (f2046) f2005 f2095 f2107 f2070 , FFFWDDDD, 2063 2070, 2045 2046, G3, 0, G-4, 0, 4, 4
142, 2063, m, 2070, f, 2045, m, 2046, f, 2063 2050 2047 2046 2045 2005 2095 2107 2070 , m2063 m2050 m2047 (f2046) (m2045) f2005 f2095 f2107 f2070 , FFMHDDDD, 2063 2070, 2045 2046, G3, 0, G-4, 0, 4, 4
143, 2077, m, 3025, f, 2045, m, 2046, f, 2077 2052 2047 2045 2046 2005 2002 2139 3025 , m2077 f2052 m2047 (m2045) (f2046) f2005 f2002 f2139 f3025 , MFFWDDDD, 2077 3025, 2045 2046, G3, 0, G-4, 0, 4, 4
144, 2077, m, 3025, f, 2045, m, 2046, f, 2077 2052 2047 2046 2045 2005 2002 2139 3025 , m2077 f2052 m2047 (f2046) (m2045) f2005 f2002 f2139 f3025 , MFMHDDDD, 2077 3025, 2045 2046, G3, 0, G-4, 0, 4, 4
145, 2097, m, 2052, f, 2047, m, 2049, f, 2097 2005 2045 2047 2049 2052 , m2097 f2005 (m2045) m2047 (f2049) f2052 , MFSWD, 2052 2097, 2047 2049, G1, 1, G-1, 0, 4, 1
146, 2097, m, 2052, f, 2047, m, 2049, f, 2097 2005 2046 2047 2049 2052 , m2097 f2005 (f2046) m2047 (f2049) f2052 , MMSWD, 2052 2097, 2047 2049, G1, 1, G-1, 0, 4, 1
147, 2063, m, 2070, f, 2047, m, 2049, f, 2063 2050 2049 2047 2045 2005 2095 2107 2070 , m2063 m2050 (f2049) m2047 (m2045) f2005 f2095 f2107 f2070 , FMHFDDDD, 2063 2070, 2047 2049, G2, 0, G-3, 1, 3, 5
148, 2063, m, 2070, f, 2047, m, 2049, f, 2063 2050 2049 2047 2046 2005 2095 2107 2070 , m2063 m2050 (f2049) m2047 (f2046) f2005 f2095 f2107 f2070 , FMHMDDDD, 2063 2070, 2047 2049, G2, 0, G-3, 1, 3, 5
149, 2077, m, 3025, f, 2047, m, 2049, f, 2077 2052 2049 2047 2045 2005 2002 2139 3025 , m2077 f2052 (f2049) m2047 (m2045) f2005 f2002 f2139 f3025 , MMHFDDDD, 2077 3025, 2047 2049, G2, 0, G-3, 1, 3, 5
150, 2077, m, 3025, f, 2047, m, 2049, f, 2077 2052 2049 2047 2046 2005 2002 2139 3025 , m2077 f2052 (f2049) m2047 (f2046) f2005 f2002 f2139 f3025 , MMHMDDDD, 2077 3025, 2047 2049, G2, 0, G-3, 1, 3, 5
151, 2063, m, 2070, f, 2050, m, 2056, f, 2063 2056 2050 2047 2045 2005 2095 2107 2070 , m2063 (f2056) m2050 m2047 (m2045) f2005 f2095 f2107 f2070 , MHFFDDDD, 2063 2070, 2050 2056, G1, 0, G-2, 2, 2, 6
152, 2063, m, 2070, f, 2050, m, 2056, f, 2063 2056 2050 2047 2046 2005 2095 2107 2070 , m2063 (f2056) m2050 m2047 (f2046) f2005 f2095 f2107 f2070 , MHFMDDDD, 2063 2070, 2050 2056, G1, 0, G-2, 2, 2, 6
153, 2077, m, 3025, f, 2058, m, 2052, f, 2077 2058 2052 2047 2045 2005 2002 2139 3025 , m2077 (m2058) f2052 m2047 (m2045) f2005 f2002 f2139 f3025 , FWFFDDDD, 2077 3025, 2052 2058, G1, 0, G-2, 2, 2, 6
154, 2077, m, 3025, f, 2058, m, 2052, f, 2077 2058 2052 2047 2046 2005 2002 2139 3025 , m2077 (m2058) f2052 m2047 (f2046) f2005 f2002 f2139 f3025 , FWFMDDDD, 2077 3025, 2052 2058, G1, 0, G-2, 2, 2, 6
155, 2053, m, 2059, f, 2097, m, 2052, f, 2053 2047 2052 2097 2004 2006 2823 2824 2059 , m2053 (m2047) f2052 m2097 m2004 (m2006) m2823 m2824 f2059 , FDHFFSSD, 2053 2059, 2052 2097, G0, 1, G-1, 2, 3, 5
156, 2053, m, 2059, f, 2097, m, 2052, f, 2053 2049 2052 2097 2004 2006 2823 2824 2059 , m2053 (f2049) f2052 m2097 m2004 (m2006) m2823 m2824 f2059 , MDHFFSSD, 2053 2059, 2052 2097, G0, 1, G-1, 2, 3, 5
157, 2063, m, 2070, f, 2097, m, 2052, f, 2063 2050 2047 2052 2097 2004 2095 2107 2070 , m2063 m2050 (m2047) f2052 m2097 (m2004) f2095 f2107 f2070 , FFDHFDDD, 2063 2070, 2052 2097, G1, 1, G-2, 1, 4, 4
158, 2063, m, 2070, f, 2097, m, 2052, f, 2063 2050 2047 2052 2097 2005 2095 2107 2070 , m2063 m2050 (m2047) f2052 m2097 (f2005) f2095 f2107 f2070 , FFDHMDDD, 2063 2070, 2052 2097, G1, 1, G-2, 1, 4, 4
159, 2063, m, 2070, f, 2097, m, 2052, f, 2063 2050 2049 2052 2097 2004 2095 2107 2070 , m2063 m2050 (f2049) f2052 m2097 (m2004) f2095 f2107 f2070 , FMDHFDDD, 2063 2070, 2052 2097, G1, 1, G-2, 1, 4, 4
160, 2063, m, 2070, f, 2097, m, 2052, f, 2063 2050 2049 2052 2097 2005 2095 2107 2070 , m2063 m2050 (f2049) f2052 m2097 (f2005) f2095 f2107 f2070 , FMDHMDDD, 2063 2070, 2052 2097, G1, 1, G-2, 1, 4, 4
161, 2559, m, 2076, f, 2097, m, 2052, f, 2559 2557 2008 2006 2004 2097 2052 2076 , m2559 f2557 m2008 (m2006) m2004 m2097 (f2052) f2076 , MFFSSWD, 2076 2559, 2052 2097, G1, 2, G-1, 0, 6, 1
162, 2077, m, 3025, f, 2097, m, 2052, f, 2077 2052 2097 2004 2002 2139 3025 , m2077 (f2052) m2097 (m2004) f2002 f2139 f3025 , MHFDDD, 2077 3025, 2052 2097, G1, 0, G-2, 1, 2, 4
163, 2077, m, 3025, f, 2097, m, 2052, f, 2077 2052 2097 2005 2002 2139 3025 , m2077 (f2052) m2097 (f2005) f2002 f2139 f3025 , MHMDDD, 2077 3025, 2052 2097, G1, 0, G-2, 1, 2, 4
164, 2097, m, 2052, f, 2822, m, 2163, f, 2097 2004 2006 2823 2822 2163 2045 2047 2052 , m2097 m2004 (m2006) m2823 m2822 f2163 (m2045) m2047 f2052 , FFSSWFSD, 2052 2097, 2163 2822, G0, 2, G-1, 1, 5, 3
165, 2097, m, 2052, f, 2822, m, 2163, f, 2097 2004 2006 2823 2822 2163 2046 2047 2052 , m2097 m2004 (m2006) m2823 m2822 f2163 (f2046) m2047 f2052 , FFSSWMSD, 2052 2097, 2163 2822, G0, 2, G-1, 1, 5, 3
172, 2077, m, 3025, f, 2053, m, 2059, f, 2077 2052 2047 2053 2059 2824 2823 2006 2004 2002 2139 3025 , m2077 f2052 (m2047) m2053 f2059 m2824 m2823 (m2006) m2004 f2002 f2139 f3025 , MFSWFFFSDDD, 2077 3025, 2053 2059, G1, 1, G-1, 3, 4, 7
173, 2077, m, 3025, f, 2053, m, 2059, f, 2077 2052 2049 2053 2059 2824 2823 2006 2004 2002 2139 3025 , m2077 f2052 (f2049) m2053 f2059 m2824 m2823 (m2006) m2004 f2002 f2139 f3025 , MMSWFFFSDDD, 2077 3025, 2053 2059, G1, 1, G-1, 3, 4, 7
178, 2559, m, 2076, f, 2061, m, 2055, f, 2559 2552 2550 2418 2061 2055 2047 2052 2076 , m2559 m2552 (m2550) f2418 m2061 f2055 (m2047) f2052 f2076 , FFDSWFDD, 2076 2559, 2055 2061, G0, 2, G-1, 1, 5, 3
179, 2559, m, 2076, f, 2061, m, 2055, f, 2559 2552 2551 2418 2061 2055 2047 2052 2076 , m2559 m2552 (f2551) f2418 m2061 f2055 (m2047) f2052 f2076 , FMDSWFDD, 2076 2559, 2055 2061, G0, 2, G-1, 1, 5, 3
180, 2559, m, 2076, f, 2061, m, 2055, f, 2559 2552 2550 2418 2061 2055 2049 2052 2076 , m2559 m2552 (m2550) f2418 m2061 f2055 (f2049) f2052 f2076 , FFDSWMDD, 2076 2559, 2055 2061, G0, 2, G-1, 1, 5, 3
181, 2559, m, 2076, f, 2061, m, 2055, f, 2559 2552 2551 2418 2061 2055 2049 2052 2076 , m2559 m2552 (f2551) f2418 m2061 f2055 (f2049) f2052 f2076 , FMDSWMDD, 2076 2559, 2055 2061, G0, 2, G-1, 1, 5, 3
182, 2061, m, 2055, f, 3287, m, 2164, f, 2061 2418 2551 6663 3287 2164 2045 2047 2055 , m2061 f2418 f2551 (m6663) m3287 f2164 (m2045) m2047 f2055 , MMFSWFSD, 2055 2061, 2164 3287, G2, 1, G-1, 1, 5, 3
183, 2061, m, 2055, f, 3287, m, 2164, f, 2061 2418 2551 6664 3287 2164 2045 2047 2055 , m2061 f2418 f2551 (f6664) m3287 f2164 (m2045) m2047 f2055 , MMMSWFSD, 2055 2061, 2164 3287, G2, 1, G-1, 1, 5, 3
184, 2061, m, 2055, f, 3287, m, 2164, f, 2061 2418 2551 6663 3287 2164 2046 2047 2055 , m2061 f2418 f2551 (m6663) m3287 f2164 (f2046) m2047 f2055 , MMFSWMSD, 2055 2061, 2164 3287, G2, 1, G-1, 1, 5, 3
185, 2061, m, 2055, f, 3287, m, 2164, f, 2061 2418 2551 6664 3287 2164 2046 2047 2055 , m2061 f2418 f2551 (f6664) m3287 f2164 (f2046) m2047 f2055 , MMMSWMSD, 2055 2061, 2164 3287, G2, 1, G-1, 1, 5, 3
190, 2112, m, 2107, f, 2063, m, 2070, f, 2112 2070 2063 2050 2047 2045 2005 2095 2107 , (m2112) f2070 m2063 m2050 m2047 (m2045) f2005 f2095 f2107 , DHFFFDDD, 2107 2112, 2063 2070, G-1, 0, G0, 3, 2, 6
191, 2112, m, 2107, f, 2063, m, 2070, f, 2112 2070 2063 2050 2047 2046 2005 2095 2107 , (m2112) f2070 m2063 m2050 m2047 (f2046) f2005 f2095 f2107 , DHFFMDDD, 2107 2112, 2063 2070, G-1, 0, G0, 3, 2, 6
192, 2112, m, 3070, f, 2063, m, 2070, f, 2112 2070 2063 2050 2047 2045 2005 2095 3070 , (m2112) f2070 m2063 m2050 m2047 (m2045) f2005 f2095 f3070 , DHFFFDDD, 2112 3070, 2063 2070, G-1, 0, G0, 3, 2, 6
193, 2112, m, 3070, f, 2063, m, 2070, f, 2112 2070 2063 2050 2047 2046 2005 2095 3070 , (m2112) f2070 m2063 m2050 m2047 (f2046) f2005 f2095 f3070 , DHFFMDDD, 2112 3070, 2063 2070, G-1, 0, G0, 3, 2, 6
196, 2077, m, 3025, f, 2559, m, 2076, f, 2077 2052 2076 2559 2557 2008 2006 2004 2002 2139 3025 , m2077 (f2052) f2076 m2559 f2557 m2008 (m2006) m2004 f2002 f2139 f3025 , MDHMFFSDDD, 2077 3025, 2076 2559, G0, 1, G-1, 3, 3, 7
197, 2077, m, 3025, f, 2559, m, 2076, f, 2077 2058 2076 2559 2557 2008 2006 2004 2002 2139 3025 , m2077 (m2058) f2076 m2559 f2557 m2008 (m2006) m2004 f2002 f2139 f3025 , FDHMFFSDDD, 2077 3025, 2076 2559, G0, 1, G-1, 3, 3, 7
202, 2559, m, 2076, f, 3287, m, 2164, f, 2559 2552 2551 6663 3287 2164 2045 2047 2052 2076 , m2559 m2552 f2551 (m6663) m3287 f2164 (m2045) m2047 f2052 f2076 , FMFSWFSDD, 2076 2559, 2164 3287, G2, 1, G-2, 1, 5, 4
203, 2559, m, 2076, f, 3287, m, 2164, f, 2559 2552 2551 6664 3287 2164 2045 2047 2052 2076 , m2559 m2552 f2551 (f6664) m3287 f2164 (m2045) m2047 f2052 f2076 , FMMSWFSDD, 2076 2559, 2164 3287, G2, 1, G-2, 1, 5, 4
204, 2559, m, 2076, f, 3287, m, 2164, f, 2559 2552 2551 6663 3287 2164 2046 2047 2052 2076 , m2559 m2552 f2551 (m6663) m3287 f2164 (f2046) m2047 f2052 f2076 , FMFSWMSDD, 2076 2559, 2164 3287, G2, 1, G-2, 1, 5, 4
205, 2559, m, 2076, f, 3287, m, 2164, f, 2559 2552 2551 6664 3287 2164 2046 2047 2052 2076 , m2559 m2552 f2551 (f6664) m3287 f2164 (f2046) m2047 f2052 f2076 , FMMSWMSDD, 2076 2559, 2164 3287, G2, 1, G-2, 1, 5, 4
206, 2142, m, 2139, f, 2077, m, 3025, f, 2142 3025 2077 2052 2047 2045 2005 2002 2139 , (m2142) f3025 m2077 f2052 m2047 (m2045) f2005 f2002 f2139 , DHMFFDDD, 2139 2142, 2077 3025, G-1, 0, G0, 3, 2, 6
207, 2142, m, 2139, f, 2077, m, 3025, f, 2142 3025 2077 2052 2047 2046 2005 2002 2139 , (m2142) f3025 m2077 f2052 m2047 (f2046) f2005 f2002 f2139 , DHMFMDDD, 2139 2142, 2077 3025, G-1, 0, G0, 3, 2, 6
208, 2077, m, 3025, f, 2822, m, 2163, f, 2077 2052 2047 2045 2163 2822 2823 2006 2004 2002 2139 3025 , m2077 f2052 m2047 (m2045) f2163 m2822 m2823 (m2006) m2004 f2002 f2139 f3025 , MFFDHFFSDDD, 2077 3025, 2163 2822, G2, 1, G-2, 2, 5, 6
209, 2077, m, 3025, f, 2822, m, 2163, f, 2077 2052 2047 2046 2163 2822 2823 2006 2004 2002 2139 3025 , m2077 f2052 m2047 (f2046) f2163 m2822 m2823 (m2006) m2004 f2002 f2139 f3025 , MFMDHFFSDDD, 2077 3025, 2163 2822, G2, 1, G-2, 2, 5, 6
210, 2587, m, 2586, f, 2109, m, 2114, f, 2587 3040 2739 3039 2114 2109 2095 2110 2586 , m2587 m3040 (f2739) m3039 f2114 m2109 (f2095) f2110 f2586 , FMSDHMDD, 2586 2587, 2109 2114, G0, 2, G-1, 1, 5, 3
211, 2587, m, 2586, f, 2109, m, 2114, f, 2587 3040 2740 3039 2114 2109 2095 2110 2586 , m2587 m3040 (m2740) m3039 f2114 m2109 (f2095) f2110 f2586 , FFSDHMDD, 2586 2587, 2109 2114, G0, 2, G-1, 1, 5, 3
212, 2587, m, 2586, f, 2109, m, 2114, f, 2587 3040 2739 3039 2114 2109 2101 2110 2586 , m2587 m3040 (f2739) m3039 f2114 m2109 (m2101) f2110 f2586 , FMSDHFDD, 2586 2587, 2109 2114, G0, 2, G-1, 1, 5, 3
213, 2587, m, 2586, f, 2109, m, 2114, f, 2587 3040 2740 3039 2114 2109 2101 2110 2586 , m2587 m3040 (m2740) m3039 f2114 m2109 (m2101) f2110 f2586 , FFSDHFDD, 2586 2587, 2109 2114, G0, 2, G-1, 1, 5, 3
214, 2373, m, 2376, f, 2115, m, 2351, f, 2373 2353 2324 2351 2115 2358 2511 2512 2464 2376 , m2373 m2353 (m2324) f2351 m2115 m2358 (m2511) m2512 m2464 f2376 , FFDSFFSSD, 2373 2376, 2115 2351, G-1, 4, 9
215, 2373, m, 2376, f, 2115, m, 2351, f, 2373 2353 2325 2351 2115 2358 2511 2512 2464 2376 , m2373 m2353 (f2325) f2351 m2115 m2358 (m2511) m2512 m2464 f2376 , FMDSFFSSD, 2373 2376, 2115 2351, G-1, 4, 9
216, 2373, m, 2543, f, 2115, m, 2351, f, 2373 2353 2324 2351 2115 2358 2511 2512 2464 2543 , m2373 m2353 (m2324) f2351 m2115 m2358 (m2511) m2512 m2464 f2543 , FFDSFFSSD, 2373 2543, 2115 2351, G-1, 4, 9
217, 2373, m, 2543, f, 2115, m, 2351, f, 2373 2353 2325 2351 2115 2358 2511 2512 2464 2543 , m2373 m2353 (f2325) f2351 m2115 m2358 (m2511) m2512 m2464 f2543 , FMDSFFSSD, 2373 2543, 2115 2351, G-1, 4, 9
218, 2115, m, 2351, f, 2766, m, 2513, f, 2115 2358 2511 2513 2766 2336 2324 2351 , m2115 m2358 (m2511) f2513 m2766 (m2336) m2324 f2351 , FFDHFSD, 2115 2351, 2513 2766, G1, 1, G-1, 1, 4, 3
219, 2115, m, 2351, f, 2766, m, 2513, f, 2115 2358 2511 2513 2766 2337 2324 2351 , m2115 m2358 (m2511) f2513 m2766 (f2337) m2324 f2351 , FFDHMSD, 2115 2351, 2513 2766, G1, 1, G-1, 1, 4, 3
220, 2115, m, 2351, f, 2766, m, 2513, f, 2115 2358 6569 2513 2766 2336 2324 2351 , m2115 m2358 (f6569) f2513 m2766 (m2336) m2324 f2351 , FMDHFSD, 2115 2351, 2513 2766, G1, 1, G-1, 1, 4, 3
221, 2115, m, 2351, f, 2766, m, 2513, f, 2115 2358 6569 2513 2766 2337 2324 2351 , m2115 m2358 (f6569) f2513 m2766 (f2337) m2324 f2351 , FMDHMSD, 2115 2351, 2513 2766, G1, 1, G-1, 1, 4, 3
222, 2171, m, 2193, f, 2176, m, 2178, f, 2171 2173 2174 2176 2178 2194 2193 , m2171 f2173 (m2174) m2176 f2178 (m2194) f2193 , MFSWFD, 2171 2193, 2176 2178, G1, 1, G0, 1, 4, 2
223, 2171, m, 2193, f, 2176, m, 2178, f, 2171 2173 2174 2176 2178 2195 2193 , m2171 f2173 (m2174) m2176 f2178 (f2195) f2193 , MFSWMD, 2171 2193, 2176 2178, G1, 1, G0, 1, 4, 2
224, 2171, m, 2193, f, 2176, m, 2178, f, 2171 2173 2962 2176 2178 2194 2193 , m2171 f2173 (f2962) m2176 f2178 (m2194) f2193 , MMSWFD, 2171 2193, 2176 2178, G1, 1, G0, 1, 4, 2
225, 2171, m, 2193, f, 2176, m, 2178, f, 2171 2173 2962 2176 2178 2195 2193 , m2171 f2173 (f2962) m2176 f2178 (f2195) f2193 , MMSWMD, 2171 2193, 2176 2178, G1, 1, G0, 1, 4, 2
226, 2171, m, 2193, f, 2198, m, 2200, f, 2171 2172 2726 2725 2200 2198 2196 2194 2193 , m2171 m2172 (f2726) f2725 f2200 m2198 (m2196) m2194 f2193 , FMDDHFSD, 2171 2193, 2198 2200, G0, 2, G-1, 1, 5, 3
227, 2171, m, 2193, f, 2198, m, 2200, f, 2171 2172 2726 2725 2200 2198 2197 2194 2193 , m2171 m2172 (f2726) f2725 f2200 m2198 (f2197) m2194 f2193 , FMDDHMSD, 2171 2193, 2198 2200, G0, 2, G-1, 1, 5, 3
232, 2388, m, 2392, f, 2171, m, 2193, f, 2388 2361 2739 2264 2726 2172 2171 2193 2194 2207 2392 , m2388 f2361 f2739 m2264 (f2726) m2172 m2171 f2193 (m2194) m2207 f2392 , MMFMSSWFSD, 2388 2392, 2171 2193, G2, 2, G-1, 1, 7, 3
