1, 2077, m, 3025, f, 4172, m, 2002, f, 2077 2052 2047 2045 2005 2002 4172 2139 3025 , m2077 f2052 m2047 (m2045) f2005 f2002 (m4172) f2139 f3025 , MFFDDHDD, 2077 3025, 2002 4172, G1, 2, G-2, 0, 6, 2
973, 2503, m, 2508, f, 2367, m, 2370, f, 2503 2497 2499 2604 2219 2370 2367 2351 2325 2356 2508 , m2503 f2497 f2499 (m2604) m2219 f2370 m2367 f2351 (f2325) f2356 f2508 , MMFSDHMMDD, 2503 2508, 2367 2370, G1, 2, G0, 2, 6, 4
974, 2503, m, 2508, f, 2367, m, 2370, f, 2503 2497 2499 2605 2219 2370 2367 2351 2325 2356 2508 , m2503 f2497 f2499 (f2605) m2219 f2370 m2367 f2351 (f2325) f2356 f2508 , MMMSDHMMDD, 2503 2508, 2367 2370, G1, 2, G0, 2, 6, 4
975, 2367, m, 2370, f, 4918, m, 2520, f, 2367 2358 2511 2512 2520 4918 4711 6515 2842 2836 2437 2220 2370 , m2367 m2358 (m2511) m2512 f2520 m4918 f4711 f6515 (m2842) f2836 f2437 f2220 f2370 , FFSDHMMFDDDD, 2367 2370, 2520 4918, G0, 2, G-1, 3, 5, 7
976, 2367, m, 2370, f, 4918, m, 2520, f, 2367 2358 2511 2512 2520 4918 4711 6515 2843 2836 2437 2220 2370 , m2367 m2358 (m2511) m2512 f2520 m4918 f4711 f6515 (f2843) f2836 f2437 f2220 f2370 , FFSDHMMMDDDD, 2367 2370, 2520 4918, G0, 2, G-1, 3, 5, 7
977, 2589, m, 2541, f, 2367, m, 2370, f, 2589 2115 2351 2367 2370 2219 2605 2607 2526 2527 2532 2541 , m2589 m2115 (f2351) m2367 f2370 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , FMSWFMFDSSD, 2541 2589, 2367 2370, G1, 1, G-1, 3, 4, 7
978, 2589, m, 2541, f, 2367, m, 2370, f, 2589 2115 2351 2367 2370 2219 2605 6117 2526 2527 2532 2541 , m2589 m2115 (f2351) m2367 f2370 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , FMSWFMMDSSD, 2541 2589, 2367 2370, G1, 1, G-1, 3, 4, 7
979, 2589, m, 2541, f, 2367, m, 2370, f, 2589 2351 2367 2370 2219 2605 2607 2526 2527 2532 2541 , m2589 (f2351) m2367 f2370 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , MSWFMFDSSD, 2541 2589, 2367 2370, G0, 1, G-1, 3, 3, 7
980, 2589, m, 2541, f, 2367, m, 2370, f, 2589 2351 2367 2370 2219 2605 6117 2526 2527 2532 2541 , m2589 (f2351) m2367 f2370 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , MSWFMMDSSD, 2541 2589, 2367 2370, G0, 1, G-1, 3, 3, 7
981, 2589, m, 2541, f, 2367, m, 2370, f, 2589 2115 2358 2367 2370 2219 2605 2607 2526 2527 2532 2541 , m2589 m2115 (m2358) m2367 f2370 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , FFSWFMFDSSD, 2541 2589, 2367 2370, G1, 1, G-1, 3, 4, 7
982, 2589, m, 2541, f, 2367, m, 2370, f, 2589 2115 2358 2367 2370 2219 2605 6117 2526 2527 2532 2541 , m2589 m2115 (m2358) m2367 f2370 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , FFSWFMMDSSD, 2541 2589, 2367 2370, G1, 1, G-1, 3, 4, 7
983, 2671, m, 2675, f, 2367, m, 2370, f, 2671 2517 2512 2511 2358 2367 2370 2219 2605 2607 2526 2527 2677 2675 , m2671 m2517 m2512 (m2511) m2358 m2367 f2370 m2219 f2605 (m2607) f2526 m2527 f2677 f2675 , FFFSSWFMFDSDD, 2671 2675, 2367 2370, G1, 2, G-1, 3, 6, 7
984, 2671, m, 2675, f, 2367, m, 2370, f, 2671 2517 2512 2511 2358 2367 2370 2219 2605 6117 2526 2527 2677 2675 , m2671 m2517 m2512 (m2511) m2358 m2367 f2370 m2219 f2605 (f6117) f2526 m2527 f2677 f2675 , FFFSSWFMMDSDD, 2671 2675, 2367 2370, G1, 2, G-1, 3, 6, 7
985, 2373, m, 2376, f, 2372, m, 2502, f, 2373 2353 2372 2502 2497 2499 2604 2219 2461 2376 , m2373 (m2353) m2372 f2502 f2497 f2499 (m2604) m2219 f2461 f2376 , FSWMMFSDD, 2373 2376, 2372 2502, G0, 1, G0, 3, 3, 6
986, 2373, m, 2376, f, 2372, m, 2502, f, 2373 2353 2372 2502 2497 2499 2605 2219 2461 2376 , m2373 (m2353) m2372 f2502 f2497 f2499 (f2605) m2219 f2461 f2376 , FSWMMMSDD, 2373 2376, 2372 2502, G0, 1, G0, 3, 3, 6
987, 2373, m, 2376, f, 2372, m, 2502, f, 2373 2360 2372 2502 2497 2499 2604 2219 2461 2376 , m2373 (f2360) m2372 f2502 f2497 f2499 (m2604) m2219 f2461 f2376 , MSWMMFSDD, 2373 2376, 2372 2502, G0, 1, G0, 3, 3, 6
988, 2373, m, 2376, f, 2372, m, 2502, f, 2373 2360 2372 2502 2497 2499 2605 2219 2461 2376 , m2373 (f2360) m2372 f2502 f2497 f2499 (f2605) m2219 f2461 f2376 , MSWMMMSDD, 2373 2376, 2372 2502, G0, 1, G0, 3, 3, 6
989, 2373, m, 2543, f, 2372, m, 2502, f, 2373 2353 2372 2502 2497 2499 2604 2219 2461 2543 , m2373 (m2353) m2372 f2502 f2497 f2499 (m2604) m2219 f2461 f2543 , FSWMMFSDD, 2373 2543, 2372 2502, G0, 1, G0, 3, 3, 6
990, 2373, m, 2543, f, 2372, m, 2502, f, 2373 2353 2372 2502 2497 2499 2605 2219 2461 2543 , m2373 (m2353) m2372 f2502 f2497 f2499 (f2605) m2219 f2461 f2543 , FSWMMMSDD, 2373 2543, 2372 2502, G0, 1, G0, 3, 3, 6
991, 2373, m, 2543, f, 2372, m, 2502, f, 2373 2360 2372 2502 2497 2499 2604 2219 2461 2543 , m2373 (f2360) m2372 f2502 f2497 f2499 (m2604) m2219 f2461 f2543 , MSWMMFSDD, 2373 2543, 2372 2502, G0, 1, G0, 3, 3, 6
992, 2373, m, 2543, f, 2372, m, 2502, f, 2373 2360 2372 2502 2497 2499 2605 2219 2461 2543 , m2373 (f2360) m2372 f2502 f2497 f2499 (f2605) m2219 f2461 f2543 , MSWMMMSDD, 2373 2543, 2372 2502, G0, 1, G0, 3, 3, 6
993, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2324 2352 2379 2385 2478 2474 2475 2202 2195 2207 2502 , m2372 m2353 (m2324) f2352 m2379 f2385 m2478 m2474 (m2475) m2202 f2195 m2207 f2502 , FFDSWFFFSDSD, 2372 2502, 2379 2385, G0, 2, G-1, 3, 5, 7
994, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2324 2352 2379 2385 2478 2474 2476 2202 2195 2207 2502 , m2372 m2353 (m2324) f2352 m2379 f2385 m2478 m2474 (f2476) m2202 f2195 m2207 f2502 , FFDSWFFMSDSD, 2372 2502, 2379 2385, G0, 2, G-1, 3, 5, 7
995, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2324 2352 2379 2385 2482 2604 2499 2497 2502 , m2372 m2353 (m2324) f2352 m2379 f2385 f2482 (m2604) f2499 f2497 f2502 , FFDSWMFDDD, 2372 2502, 2379 2385, G0, 2, G-1, 2, 5, 5
996, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2324 2352 2379 2385 2482 2605 2499 2497 2502 , m2372 m2353 (m2324) f2352 m2379 f2385 f2482 (f2605) f2499 f2497 f2502 , FFDSWMMDDD, 2372 2502, 2379 2385, G0, 2, G-1, 2, 5, 5
997, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2325 2352 2379 2385 2478 2474 2475 2202 2195 2207 2502 , m2372 m2353 (f2325) f2352 m2379 f2385 m2478 m2474 (m2475) m2202 f2195 m2207 f2502 , FMDSWFFFSDSD, 2372 2502, 2379 2385, G0, 2, G-1, 3, 5, 7
998, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2325 2352 2379 2385 2478 2474 2476 2202 2195 2207 2502 , m2372 m2353 (f2325) f2352 m2379 f2385 m2478 m2474 (f2476) m2202 f2195 m2207 f2502 , FMDSWFFMSDSD, 2372 2502, 2379 2385, G0, 2, G-1, 3, 5, 7
999, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2325 2352 2379 2385 2482 2604 2499 2497 2502 , m2372 m2353 (f2325) f2352 m2379 f2385 f2482 (m2604) f2499 f2497 f2502 , FMDSWMFDDD, 2372 2502, 2379 2385, G0, 2, G-1, 2, 5, 5
1000, 2372, m, 2502, f, 2379, m, 2385, f, 2372 2353 2325 2352 2379 2385 2482 2605 2499 2497 2502 , m2372 m2353 (f2325) f2352 m2379 f2385 f2482 (f2605) f2499 f2497 f2502 , FMDSWMMDDD, 2372 2502, 2379 2385, G0, 2, G-1, 2, 5, 5
1001, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2353 2324 2356 2399 2404 2219 2604 2499 2497 2502 , m2372 m2353 (m2324) f2356 f2399 m2404 m2219 (m2604) f2499 f2497 f2502 , FFDDHFFDDD, 2372 2502, 2399 2404, G0, 2, G-1, 2, 5, 5
1002, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2353 2324 2356 2399 2404 2219 2605 2499 2497 2502 , m2372 m2353 (m2324) f2356 f2399 m2404 m2219 (f2605) f2499 f2497 f2502 , FFDDHFMDDD, 2372 2502, 2399 2404, G0, 2, G-1, 2, 5, 5
1003, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2353 2325 2356 2399 2404 2219 2604 2499 2497 2502 , m2372 m2353 (f2325) f2356 f2399 m2404 m2219 (m2604) f2499 f2497 f2502 , FMDDHFFDDD, 2372 2502, 2399 2404, G0, 2, G-1, 2, 5, 5
1004, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2353 2325 2356 2399 2404 2219 2605 2499 2497 2502 , m2372 m2353 (f2325) f2356 f2399 m2404 m2219 (f2605) f2499 f2497 f2502 , FMDDHFMDDD, 2372 2502, 2399 2404, G0, 2, G-1, 2, 5, 5
1005, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2360 2527 2526 2607 2605 2219 2404 2399 2363 2173 2962 6987 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 m2404 f2399 m2363 f2173 f2962 (m6987) m6220 m2498 f2497 f2502 , MFMFDSSWFMMFSSDD, 2372 2502, 2399 2404, G1, 3, G0, 4, 8, 8
1006, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2360 2527 2526 2607 2605 2219 2404 2399 2363 2173 2962 6988 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 m2404 f2399 m2363 f2173 f2962 (f6988) m6220 m2498 f2497 f2502 , MFMFDSSWFMMMSSDD, 2372 2502, 2399 2404, G1, 3, G0, 4, 8, 8
1007, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2360 2527 2526 6117 2605 2219 2404 2399 2363 2173 2962 6987 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 m2404 f2399 m2363 f2173 f2962 (m6987) m6220 m2498 f2497 f2502 , MFMMDSSWFMMFSSDD, 2372 2502, 2399 2404, G1, 3, G0, 4, 8, 8
1008, 2372, m, 2502, f, 2404, m, 2399, f, 2372 2360 2527 2526 6117 2605 2219 2404 2399 2363 2173 2962 6988 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 m2404 f2399 m2363 f2173 f2962 (f6988) m6220 m2498 f2497 f2502 , MFMMDSSWFMMMSSDD, 2372 2502, 2399 2404, G1, 3, G0, 4, 8, 8
1009, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 2607 2605 2219 2462 2465 2178 2194 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 m2462 f2465 f2178 (m2194) m2207 f2502 , MFMFDSSWMFSD, 2372 2502, 2462 2465, G1, 3, G0, 2, 8, 4
1010, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 2607 2605 2219 2462 2465 2178 2195 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 m2462 f2465 f2178 (f2195) m2207 f2502 , MFMFDSSWMMSD, 2372 2502, 2462 2465, G1, 3, G0, 2, 8, 4
1011, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 2607 2605 2219 2462 2465 2176 2962 6987 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 m2462 f2465 m2176 f2962 (m6987) m6220 m2498 f2497 f2502 , MFMFDSSWFMFSSDD, 2372 2502, 2462 2465, G1, 3, G-1, 3, 8, 7
1012, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 2607 2605 2219 2462 2465 2176 2962 6988 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 m2462 f2465 m2176 f2962 (f6988) m6220 m2498 f2497 f2502 , MFMFDSSWFMMSSDD, 2372 2502, 2462 2465, G1, 3, G-1, 3, 8, 7
1013, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 6117 2605 2219 2462 2465 2178 2194 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 m2462 f2465 f2178 (m2194) m2207 f2502 , MFMMDSSWMFSD, 2372 2502, 2462 2465, G1, 3, G0, 2, 8, 4
1014, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 6117 2605 2219 2462 2465 2178 2195 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 m2462 f2465 f2178 (f2195) m2207 f2502 , MFMMDSSWMMSD, 2372 2502, 2462 2465, G1, 3, G0, 2, 8, 4
1015, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 6117 2605 2219 2462 2465 2176 2962 6987 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 m2462 f2465 m2176 f2962 (m6987) m6220 m2498 f2497 f2502 , MFMMDSSWFMFSSDD, 2372 2502, 2462 2465, G1, 3, G-1, 3, 8, 7
1016, 2372, m, 2502, f, 2462, m, 2465, f, 2372 2360 2527 2526 6117 2605 2219 2462 2465 2176 2962 6988 6220 2498 2497 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 m2462 f2465 m2176 f2962 (f6988) m6220 m2498 f2497 f2502 , MFMMDSSWFMMSSDD, 2372 2502, 2462 2465, G1, 3, G-1, 3, 8, 7
1017, 2372, m, 2502, f, 2466, m, 2463, f, 2372 2360 2527 2526 2607 2605 2219 2463 2466 2208 2194 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 f2463 m2466 m2208 (m2194) m2207 f2502 , MFMFDSDHFFSD, 2372 2502, 2463 2466, G1, 3, G0, 2, 8, 4
1018, 2372, m, 2502, f, 2466, m, 2463, f, 2372 2360 2527 2526 2607 2605 2219 2463 2466 2208 2195 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 m2219 f2463 m2466 m2208 (f2195) m2207 f2502 , MFMFDSDHFMSD, 2372 2502, 2463 2466, G1, 3, G0, 2, 8, 4
1019, 2372, m, 2502, f, 2466, m, 2463, f, 2372 2360 2527 2526 6117 2605 2219 2463 2466 2208 2194 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 f2463 m2466 m2208 (m2194) m2207 f2502 , MFMMDSDHFFSD, 2372 2502, 2463 2466, G1, 3, G0, 2, 8, 4
1020, 2372, m, 2502, f, 2466, m, 2463, f, 2372 2360 2527 2526 6117 2605 2219 2463 2466 2208 2195 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 m2219 f2463 m2466 m2208 (f2195) m2207 f2502 , MFMMDSDHFMSD, 2372 2502, 2463 2466, G1, 3, G0, 2, 8, 4
1021, 2466, m, 2463, f, 2372, m, 2502, f, 2466 2212 2351 2324 2353 2372 2502 2497 2499 2604 2219 2463 , m2466 f2212 f2351 (m2324) m2353 m2372 f2502 f2497 f2499 (m2604) m2219 f2463 , MMFSSWMMFSD, 2463 2466, 2372 2502, G1, 2, G1, 2, 6, 5
1022, 2466, m, 2463, f, 2372, m, 2502, f, 2466 2212 2351 2324 2353 2372 2502 2497 2499 2605 2219 2463 , m2466 f2212 f2351 (m2324) m2353 m2372 f2502 f2497 f2499 (f2605) m2219 f2463 , MMFSSWMMMSD, 2463 2466, 2372 2502, G1, 2, G1, 2, 6, 5
1023, 2466, m, 2463, f, 2372, m, 2502, f, 2466 2212 2351 2325 2353 2372 2502 2497 2499 2604 2219 2463 , m2466 f2212 f2351 (f2325) m2353 m2372 f2502 f2497 f2499 (m2604) m2219 f2463 , MMMSSWMMFSD, 2463 2466, 2372 2502, G1, 2, G1, 2, 6, 5
1024, 2466, m, 2463, f, 2372, m, 2502, f, 2466 2212 2351 2325 2353 2372 2502 2497 2499 2605 2219 2463 , m2466 f2212 f2351 (f2325) m2353 m2372 f2502 f2497 f2499 (f2605) m2219 f2463 , MMMSSWMMMSD, 2463 2466, 2372 2502, G1, 2, G1, 2, 6, 5
1025, 2372, m, 2502, f, 2478, m, 2482, f, 2372 2360 2527 2526 2607 2605 2482 2478 2474 2475 2202 2195 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 f2482 m2478 m2474 (m2475) m2202 f2195 m2207 f2502 , MFMFDDHFFSDSD, 2372 2502, 2478 2482, G2, 2, G-2, 2, 7, 6
1026, 2372, m, 2502, f, 2478, m, 2482, f, 2372 2360 2527 2526 2607 2605 2482 2478 2474 2476 2202 2195 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 f2482 m2478 m2474 (f2476) m2202 f2195 m2207 f2502 , MFMFDDHFMSDSD, 2372 2502, 2478 2482, G2, 2, G-2, 2, 7, 6
1027, 2372, m, 2502, f, 2478, m, 2482, f, 2372 2360 2527 2526 6117 2605 2482 2478 2474 2475 2202 2195 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 f2482 m2478 m2474 (m2475) m2202 f2195 m2207 f2502 , MFMMDDHFFSDSD, 2372 2502, 2478 2482, G2, 2, G-2, 2, 7, 6
1028, 2372, m, 2502, f, 2478, m, 2482, f, 2372 2360 2527 2526 6117 2605 2482 2478 2474 2476 2202 2195 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 f2482 m2478 m2474 (f2476) m2202 f2195 m2207 f2502 , MFMMDDHFMSDSD, 2372 2502, 2478 2482, G2, 2, G-2, 2, 7, 6
1029, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2525 2529 2614 2485 2198 2196 2194 2207 2502 , m2372 f2360 m2527 (m2525) m2529 f2614 m2485 m2198 (m2196) m2194 m2207 f2502 , MFFSDHFFSSD, 2372 2502, 2485 2614, G1, 2, G-1, 2, 6, 5
1030, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2525 2529 2614 2485 2198 2197 2194 2207 2502 , m2372 f2360 m2527 (m2525) m2529 f2614 m2485 m2198 (f2197) m2194 m2207 f2502 , MFFSDHFMSSD, 2372 2502, 2485 2614, G1, 2, G-1, 2, 6, 5
1031, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2525 2529 2614 2485 2200 2474 2475 2202 2195 2207 2502 , m2372 f2360 m2527 (m2525) m2529 f2614 m2485 f2200 m2474 (m2475) m2202 f2195 m2207 f2502 , MFFSDHMFFSDSD, 2372 2502, 2485 2614, G1, 2, G-1, 3, 6, 7
1032, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2525 2529 2614 2485 2200 2474 2476 2202 2195 2207 2502 , m2372 f2360 m2527 (m2525) m2529 f2614 m2485 f2200 m2474 (f2476) m2202 f2195 m2207 f2502 , MFFSDHMFMSDSD, 2372 2502, 2485 2614, G1, 2, G-1, 3, 6, 7
1033, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2526 2529 2614 2485 2198 2196 2194 2207 2502 , m2372 f2360 m2527 (f2526) m2529 f2614 m2485 m2198 (m2196) m2194 m2207 f2502 , MFMSDHFFSSD, 2372 2502, 2485 2614, G1, 2, G-1, 2, 6, 5
1034, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2526 2529 2614 2485 2198 2197 2194 2207 2502 , m2372 f2360 m2527 (f2526) m2529 f2614 m2485 m2198 (f2197) m2194 m2207 f2502 , MFMSDHFMSSD, 2372 2502, 2485 2614, G1, 2, G-1, 2, 6, 5
1035, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2526 2529 2614 2485 2200 2474 2475 2202 2195 2207 2502 , m2372 f2360 m2527 (f2526) m2529 f2614 m2485 f2200 m2474 (m2475) m2202 f2195 m2207 f2502 , MFMSDHMFFSDSD, 2372 2502, 2485 2614, G1, 2, G-1, 3, 6, 7
1036, 2372, m, 2502, f, 2485, m, 2614, f, 2372 2360 2527 2526 2529 2614 2485 2200 2474 2476 2202 2195 2207 2502 , m2372 f2360 m2527 (f2526) m2529 f2614 m2485 f2200 m2474 (f2476) m2202 f2195 m2207 f2502 , MFMSDHMFMSDSD, 2372 2502, 2485 2614, G1, 2, G-1, 3, 6, 7
1037, 2372, m, 2502, f, 2492, m, 2491, f, 2372 2360 2527 2526 2607 2605 2482 2492 2491 2206 2194 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 f2482 m2492 f2491 f2206 (m2194) m2207 f2502 , MFMFDDSWMFSD, 2372 2502, 2491 2492, G1, 3, G0, 2, 8, 4
1038, 2372, m, 2502, f, 2492, m, 2491, f, 2372 2360 2527 2526 2607 2605 2482 2492 2491 2206 2195 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 f2482 m2492 f2491 f2206 (f2195) m2207 f2502 , MFMFDDSWMMSD, 2372 2502, 2491 2492, G1, 3, G0, 2, 8, 4
1039, 2372, m, 2502, f, 2492, m, 2491, f, 2372 2360 2527 2526 6117 2605 2482 2492 2491 2206 2194 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 f2482 m2492 f2491 f2206 (m2194) m2207 f2502 , MFMMDDSWMFSD, 2372 2502, 2491 2492, G1, 3, G0, 2, 8, 4
1040, 2372, m, 2502, f, 2492, m, 2491, f, 2372 2360 2527 2526 6117 2605 2482 2492 2491 2206 2195 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 f2482 m2492 f2491 f2206 (f2195) m2207 f2502 , MFMMDDSWMMSD, 2372 2502, 2491 2492, G1, 3, G0, 2, 8, 4
1041, 2496, m, 2494, f, 2372, m, 2502, f, 2496 2185 2173 2962 6987 6220 2498 2497 2502 2372 2353 2324 2351 2212 2494 , m2496 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 f2502 m2372 m2353 (m2324) f2351 f2212 f2494 , FMMFSSDDHFFDDD, 2494 2496, 2372 2502, G0, 4, G-1, 2, 9, 5
1042, 2496, m, 2494, f, 2372, m, 2502, f, 2496 2185 2173 2962 6988 6220 2498 2497 2502 2372 2353 2324 2351 2212 2494 , m2496 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 f2502 m2372 m2353 (m2324) f2351 f2212 f2494 , FMMMSSDDHFFDDD, 2494 2496, 2372 2502, G0, 4, G-1, 2, 9, 5
1043, 2496, m, 2494, f, 2372, m, 2502, f, 2496 2185 2173 2962 6987 6220 2498 2497 2502 2372 2353 2325 2351 2212 2494 , m2496 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 f2502 m2372 m2353 (f2325) f2351 f2212 f2494 , FMMFSSDDHFMDDD, 2494 2496, 2372 2502, G0, 4, G-1, 2, 9, 5
1044, 2496, m, 2494, f, 2372, m, 2502, f, 2496 2185 2173 2962 6988 6220 2498 2497 2502 2372 2353 2325 2351 2212 2494 , m2496 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 f2502 m2372 m2353 (f2325) f2351 f2212 f2494 , FMMMSSDDHFMDDD, 2494 2496, 2372 2502, G0, 4, G-1, 2, 9, 5
1045, 2372, m, 2502, f, 2498, m, 2499, f, 2372 2360 2527 2526 2607 2605 2499 2498 2497 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 f2499 (m2498) f2497 f2502 , MFMFDDHDD, 2372 2502, 2498 2499, G2, 2, G-2, 0, 7, 2
1046, 2372, m, 2502, f, 2498, m, 2499, f, 2372 2360 2527 2526 6117 2605 2499 2498 2497 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 f2499 (m2498) f2497 f2502 , MFMMDDHDD, 2372 2502, 2498 2499, G2, 2, G-2, 0, 7, 2
1047, 2372, m, 2502, f, 2525, m, 2526, f, 2372 2360 2527 2525 2526 2607 2605 2499 2497 2502 , m2372 f2360 m2527 (m2525) f2526 (m2607) f2605 f2499 f2497 f2502 , MFFWFDDDD, 2372 2502, 2525 2526, G3, 0, G-3, 1, 4, 5
1048, 2372, m, 2502, f, 2525, m, 2526, f, 2372 2360 2527 2525 2526 6117 2605 2499 2497 2502 , m2372 f2360 m2527 (m2525) f2526 (f6117) f2605 f2499 f2497 f2502 , MFFWMDDDD, 2372 2502, 2525 2526, G3, 0, G-3, 1, 4, 5
1049, 2372, m, 2502, f, 2527, m, 2530, f, 2372 2360 2530 2527 2526 2607 2605 2499 2497 2502 , m2372 f2360 (f2530) m2527 f2526 (m2607) f2605 f2499 f2497 f2502 , MMHMFDDDD, 2372 2502, 2527 2530, G2, 0, G-2, 2, 3, 6
1050, 2372, m, 2502, f, 2527, m, 2530, f, 2372 2360 2530 2527 2526 6117 2605 2499 2497 2502 , m2372 f2360 (f2530) m2527 f2526 (f6117) f2605 f2499 f2497 f2502 , MMHMMDDDD, 2372 2502, 2527 2530, G2, 0, G-2, 2, 3, 6
1051, 2589, m, 2541, f, 2372, m, 2502, f, 2589 2115 2351 2324 2353 2372 2502 2497 2499 2605 2607 2526 2527 2532 2541 , m2589 m2115 f2351 (m2324) m2353 m2372 f2502 f2497 f2499 f2605 (m2607) f2526 m2527 m2532 f2541 , FMFSSWMMMFDSSD, 2541 2589, 2372 2502, G1, 2, G0, 4, 6, 8
1052, 2589, m, 2541, f, 2372, m, 2502, f, 2589 2115 2351 2324 2353 2372 2502 2497 2499 2605 6117 2526 2527 2532 2541 , m2589 m2115 f2351 (m2324) m2353 m2372 f2502 f2497 f2499 f2605 (f6117) f2526 m2527 m2532 f2541 , FMFSSWMMMMDSSD, 2541 2589, 2372 2502, G1, 2, G0, 4, 6, 8
1053, 2589, m, 2541, f, 2372, m, 2502, f, 2589 2351 2324 2353 2372 2502 2497 2499 2605 2607 2526 2527 2532 2541 , m2589 f2351 (m2324) m2353 m2372 f2502 f2497 f2499 f2605 (m2607) f2526 m2527 m2532 f2541 , MFSSWMMMFDSSD, 2541 2589, 2372 2502, G0, 2, G0, 4, 5, 8
1054, 2589, m, 2541, f, 2372, m, 2502, f, 2589 2351 2324 2353 2372 2502 2497 2499 2605 6117 2526 2527 2532 2541 , m2589 f2351 (m2324) m2353 m2372 f2502 f2497 f2499 f2605 (f6117) f2526 m2527 m2532 f2541 , MFSSWMMMMDSSD, 2541 2589, 2372 2502, G0, 2, G0, 4, 5, 8
1055, 2589, m, 2541, f, 2372, m, 2502, f, 2589 2115 2351 2325 2353 2372 2502 2497 2499 2605 2607 2526 2527 2532 2541 , m2589 m2115 f2351 (f2325) m2353 m2372 f2502 f2497 f2499 f2605 (m2607) f2526 m2527 m2532 f2541 , FMMSSWMMMFDSSD, 2541 2589, 2372 2502, G1, 2, G0, 4, 6, 8
